	Tomato Analyzer - Shape Individual Data																																								
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness	  Distal Fruit Blockiness	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro	  Proximal Angle Macro	  Proximal Indentation Area	  Distal Angle Micro	  Distal Angle Macro	  Distal Indentation Area	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	Comments			
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164				
403-6	403	2009_nc_403_fruit-t.jpg	6	18.0655	21.7116	5.5118	5.5626	4.2672	4.826	0.8676	0.7742	0.9124	0.8018	1.1379	0.8863	0.9538	0.562	1.9538	0.0906	243.85	143.8117	0.1803	171.728	119.1841	0.0122	0	0	0.1673	1.9841	0	4.6147	0.4404	0.6984	0.8859	0.8742	0.7674	0.4701				
404-1	404	2009_nc_404_fruit-t.jpg	1	19.1805	25.658	5.9182	5.9436	5.207	5.4864	0.9231	0.8798	0.8712	0.7682	1.1341	0.9461	0.9769	0.497	0.4474	0.0154	185.3109	130.615	0.0491	162.7456	113.5336	0	0	0	0.1589	4.0279	0	4.8584	0.4434	0.7628	0.9011	0.8817	0.8913	0.4041				
404-2	404	2009_nc_404_fruit-t.jpg	2	18.0103	21.2329	5.588	5.6134	4.3688	4.699	0.8371	0.7818	0.8864	0.7818	1.1337	0.934	0.9475	0.5316	0.9148	0.039	197.4375	137.8425	0.1013	179.4205	115.0654	0	0	0	0.1421	1.9674	0	3.9682	0.4579	0.7826	0.9474	0.878	0.8372	0.4089				
404-3	404	2009_nc_404_fruit-t.jpg	3	20.2012	25.1722	6.096	6.1976	4.6736	5.08	0.8197	0.7667	0.8958	0.7833	1.1436	0.9068	0.9415	0.5341	0.7896	0.0325	223.1679	142.2287	0.1263	175.9748	116.8121	0	0	0	0.1613	2.407	0	4.963	0.4545	0.794	0.9875	0.8729	0.8681	0.4212				
404-4	404	2009_nc_404_fruit-t.jpg	4	18.3529	22.2677	5.588	5.6134	4.572	4.9022	0.8733	0.8182	0.8727	0.8091	1.0787	0.9465	0.9673	0.5524	0.7932	0.0333	223.2123	127.5236	0.1029	168.601	122.2941	0	0	0	0.1101	1.1094	0	2.5727	0.4828	0.75	0.9057	0.8727	0.8182	0.4233				
404-5	404	2009_nc_404_fruit-t.jpg	5	19.306	23.5683	5.7404	5.7912	4.5974	5.1054	0.8816	0.8009	0.8717	0.8142	1.0707	0.9002	0.9603	0.5202	1.2172	0.0543	218.6655	135.0393	0.1396	175.0317	115.9151	0	0	0	0.1228	4.3	0	4.1674	0.453	0.79	0.9814	0.8827	0.8977	0.4021				
404-6	404	2009_nc_404_fruit-t.jpg	6	17.6083	20.1735	5.2832	5.3594	4.445	4.7498	0.8863	0.8413	0.8942	0.7692	1.1625	0.932	0.9668	0.5398	1.2057	0.0531	199.8822	133.3942	0.1165	162.218	114.2321	0.0003	0	0	0.1779	1.1774	0	5.119	0.4483	0.7742	0.9412	0.8834	0.8889	0.4141				
405-1	405	2009_nc_405_fruit-t.jpg	1	33.7369	68.2908	7.3406	7.4422	11.4554	11.9888	1.6109	1.5606	0.7751	0.7958	0.9739	0.9407	0.8741	0.4917	0.4975	0.0189	217.831	51.5502	0.0707	137.1723	73.9437	0	0	0	0.0779	4.5817	0	12.0308	0.5556	0.7431	0.8883	0.8578	1.5086	0.3975				
405-2	405	2009_nc_405_fruit-t.jpg	2	37.3263	72.8082	6.0452	6.858	13.0048	13.3858	1.9519	2.1513	1.0546	0.8908	1.184	0.7698	0.8157	0.5906	0.8116	0.0316	226.7969	49.0331	0.0364	139.4375	49.526	0	0	0	0.3161	7.1559	0	26.6022	0.3135	0.7338	0.8793	0.8391	1.9694	0.4735				
405-3	405	2009_nc_405_fruit-t.jpg	3	35.9781	73.6128	6.5786	6.8326	12.0904	13.3604	1.9554	1.8378	1.0154	0.7297	1.3915	0.7133	0.822	0.514	0.6476	0.0228	236.2593	60.6156	0.0584	111.2796	56.4302	0	0	0	0.3625	12.861	0	29.8321	0.2833	0.7238	0.8899	0.8879	1.8447	0.4612				
405-4	405	2009_nc_405_fruit-t.jpg	4	33.4988	55.8412	5.8928	6.1468	10.9728	12.1412	1.9752	1.8621	0.8966	0.7198	1.2455	0.8625	0.825	0.4716	0.6489	0.0244	230.2736	55.4192	0.0904	112.2523	51.981	0	0	0	0.2466	8.3417	0	23.1826	0.3561	0.5912	0.8812	0.7176	1.4842	0.5138				
407-1	407	2009_nc_407_fruit-t.jpg	1	26.9157	46.3973	8.7884	8.8138	5.7912	6.8326	0.7752	0.659	0.8699	0.7919	1.0985	0.8166	0.8698	0.5335	0	0.1056	202.7004	158.8078	0.3164	177.6351	125.158	0	0	0	0.1168	7.5784	0	9.0376	0.4647	0.6791	0.8922	0.8878	0.6594	0.4514				
407-2	407	2009_nc_407_fruit-t.jpg	2	28.1051	49.5012	8.382	8.4328	6.5532	7.3406	0.8705	0.7818	0.9	0.8212	1.0959	0.853	0.9437	0.5311	1.9171	0.0891	223.0442	144.4444	0.2132	151.297	125.69	0	0	0	0.1406	7.7882	0	8.284	0.461	0.7083	0.8947	0.8755	0.7727	0.4487				
407-3	407	2009_nc_407_fruit-t.jpg	3	23.4807	37.6206	7.3406	7.3914	5.842	6.1976	0.8385	0.7958	0.91	0.8028	1.1336	0.9167	0.9477	0.5565	1.7283	0.0791	210.7466	138.2307	0.1461	173.2129	116.7085	0	0	0	0.1837	1.1646	0	7.0103	0.4467	0.7572	0.8976	0.8889	0.8	0.43				
408-1	408	2009_nc_408_fruit-t.jpg	1	20.469	28.7374	6.5532	6.5786	5.0546	5.3594	0.8147	0.7713	0.907	0.7829	1.1584	0.9204	0.9351	0.5412	0.1471	0	201.472	146.8792	0.0973	178.0516	120.8197	0.0007	0	0	0.1885	3.0429	0	5.2209	0.4313	0.7524	0.8927	0.8827	0.767	0.4261				
408-2	408	2009_nc_408_fruit-t.jpg	2	23.1348	33.5012	6.8326	6.8834	5.3848	5.9436	0.8635	0.7881	0.9145	0.803	1.1389	0.8917	0.9536	0.5629	1.6166	0.0741	209.7271	137.5358	0.1927	174.8674	124.0906	0.001	0	0	0.1393	3.073	0	5.8889	0.4925	0.7554	0.9462	0.8756	0.8302	0.4357				
408-3	408	2009_nc_408_fruit-t.jpg	3	22.6432	34.8522	7.3152	7.3152	5.2832	5.7658	0.7882	0.7222	0.8889	0.816	1.0894	0.9046	0.9202	0.5631	1.9099	0.0887	219.0266	151.5813	0.1508	175.0956	125.7501	0	0	0	0.1449	2.2035	0	4.3937	0.4626	0.7345	0.8925	0.8877	0.7217	0.4449				
408-4	408	2009_nc_408_fruit-t.jpg	4	20.9606	26.7716	6.5786	6.6548	3.9878	4.9276	0.7405	0.6062	0.9112	0.8494	1.0727	0.8163	0.859	0.5863	0	0.1032	209.8196	157.3032	0.2775	240.2939	140.8583	0	0	0	0.1511	2.3731	0	3.1992	0.451	0.6632	0.8951	0.9078	0.6214	0.5009				
408-5	408	2009_nc_408_fruit-t.jpg	5	22.8598	32.0425	7.366	7.4168	4.9022	5.334	0.7192	0.6655	0.8931	0.8103	1.1021	0.9041	0.8612	0.555	1.576	0.0723	197.0894	151.3014	0.1551	192.461	131.8244	0.0048	0	0	0.1182	3.2919	0	4.2371	0.48	0.756	0.924	0.8927	0.6991	0.4353				
409-1	409	2009_nc_409_fruit-t.jpg	1	11.429	9.2439	3.2766	3.2766	3.5052	3.5052	1.0698	1.0698	0.8217	0.8217	1	0.9871	0.9767	0.522	0	0	172.3922	98.6118	0	180	100.751	0	0	0.0931	0	0.4818	0.5938	0	0.4783	0.8029	0.8943	0.8871	1.0784	0.385				
409-2	409	2009_nc_409_fruit-t.jpg	2	11.7759	9.7361	3.048	3.0988	3.9878	4.0132	1.2951	1.3083	0.8167	0.8167	1	0.9948	0.9331	0.51	0	0	166.478	79.8237	0	157.1546	84.6001	0	0	0.1292	0	1.1401	0.5455	0	0.538	0.7898	0.8921	0.8794	1.2917	0.3805				
409-3	409	2009_nc_409_fruit-t.jpg	3	10.8727	8.4639	3.2004	3.2258	3.2766	3.302	1.0236	1.0238	0.8175	0.8095	1.0098	0.9937	0.9912	0.5127	0	0	177.0704	104.1893	0	176.3195	105.1415	0	0	0.0789	0	0.2248	0.5159	0	0.4538	0.7907	0.8947	0.8793	1.02	0.3894				
409-4	409	2009_nc_409_fruit-t.jpg	4	12.8612	10.9761	3.429	3.4544	3.9878	3.9878	1.1544	1.163	0.7852	0.837	0.9381	0.986	0.961	0.5117	0	0	177.0365	91.2039	0	174.2909	100.0617	0	0	0.1306	0	0.609	1.1333	0	0.5345	0.7949	0.8921	0.8794	1.1698	0.3932				
409-5	409	2009_nc_409_fruit-t.jpg	5	10.7984	7.6393	3.048	3.0734	3.1242	3.175	1.0331	1.025	0.825	0.8167	1.0102	0.9878	0.9898	0.5088	0	0	154.4152	100.4577	0	177.0675	105.8083	0.0008	0	0.1237	0	0.4516	0.425	0	0.5108	0.7742	0.8889	0.8727	1	0.3887				
409-6	409	2009_nc_409_fruit-t.jpg	6	12.4127	10.9277	3.5814	3.5814	3.7084	3.7846	1.0567	1.0355	0.8227	0.8227	1	0.99	0.9858	0.5188	0.1253	0	171.1319	99.2873	0	198.6969	106.4623	0.003	0	0	0.1012	0.6081	0	0.3143	0.4605	0.7838	0.8923	0.8855	1.0357	0.3976				
409-7	409	2009_nc_409_fruit-t.jpg	7	11.585	8.6819	3.175	3.2004	3.302	3.3528	1.0476	1.04	0.832	0.84	0.9905	0.974	0.9807	0.5213	0	0	189.227	99.3151	0	175.7248	114.2649	0.0015	0	0.0919	0	1.1527	1.216	0	0.4694	0.7939	0.9043	0.8814	1.0612	0.4052				
409-8	409	2009_nc_409_fruit-t.jpg	8	10.9174	8.3361	3.0226	3.0734	3.4036	3.429	1.1157	1.1261	0.8403	0.7815	1.0753	0.9906	0.9672	0.5172	0.1379	0	166.4984	101.8013	0	172.6058	86.6138	0	0	0	0.1518	0.0821	0	0.8917	0.4388	0.791	0.8908	0.8833	1.1277	0.3943				
409-9	409	2009_nc_409_fruit-t.jpg	9	10.5723	7.7374	3.0226	3.048	3.2258	3.2258	1.0583	1.0672	0.7983	0.7983	1	0.9878	0.9833	0.5004	0	0	157.0471	99.6133	0	164.4005	102.8423	0	0	0.1409	0	0.6587	0.7983	0	0.5147	0.7937	0.8929	0.8772	1.0638	0.3844				
410-1	410	2009_nc_410_fruit-t.jpg	1	17.2839	17.8742	5.9436	5.9944	3.0988	3.7338	0.6229	0.5214	0.8932	0.8291	1.0773	0.779	0.6547	0.557	1.4807	0.0673	197.8523	168.5577	0.243	172.4459	154.9528	0.0776	0	0	0.135	6.137	0	2.8085	0.4558	0.6575	0.8889	0.8807	0.5161	0.4938				
410-2	410	2009_nc_410_fruit-t.jpg	2	23.0815	21.8683	7.1628	7.3406	2.413	4.191	0.5709	0.3369	0.9574	0.7518	1.2736	0.231	0.2326	0.5383	0	0.5542	249.885	237.0208	0.8263	173.3556	147.1961	0.0136	0	0	0.2065	9.1402	0	13.3229	0.4439	0.4878	0.708	0.9302	0.4	0.6293				
410-3	410	2009_nc_410_fruit-t.jpg	3	21.5945	23.6974	6.9088	7.0866	3.429	4.8006	0.6774	0.4963	0.9816	0.5515	1.78	0.4009	0.5753	0.4868	0	0.3864	262.1739	216.7558	0.8081	146.788	129.8425	0	0	0	0.3197	2.8191	0	17.3201	0.3862	0.5638	0.8908	0.876	0.4907	0.5104				
410-4	410	2009_nc_410_fruit-t.jpg	4	26.5514	24.218	7.239	7.493	2.7432	4.7244	0.6305	0.3789	0.9825	0.6035	1.6279	0.2462	0.3604	0.5067	0	0.1478	221.5849	221.7298	1.0587	123.7942	10.6583	0.1095	0	0	0.2332	8.4973	0	16.5612	0.4274	0.4757	0.7273	1.0233	0.4314	0.6244				
410-5	410	2009_nc_410_fruit-t.jpg	5	24.5358	28.7922	8.001	8.1026	3.5306	4.9276	0.6082	0.4413	0.9651	0.546	1.7674	0.4181	0.5007	0.5088	0	0.1245	215.9006	208.5627	0.7028	155.917	134.272	0	0	0	0.2862	5.5751	0	15.5094	0.4089	0.5699	0.88	0.8871	0.4435	0.5199				
410-6	410	2009_nc_410_fruit-t.jpg	6	21.5757	23.1903	7.112	7.1628	2.921	4.2164	0.5887	0.4107	0.9143	0.8357	1.094	0.4893	0.4944	0.5721	0	0.2231	228.5963	204.2745	0.7111	177.6705	140.7983	0	0	0	0.0888	7.9273	0	7.0996	0.5094	0.5697	0.8868	0.9126	0.4393	0.5605				
411-1	411	2009_nc_411_fruit-t.jpg	1	21.1744	28.5806	5.1816	5.2324	6.8072	6.9342	1.3252	1.3137	0.7794	0.848	0.9191	0.9645	0.9229	0.5004	0	0	173.8801	70.1106	0	172.4255	81.0309	0.0002	0	0.1734	0	3.386	5.2049	0	0.5544	0.7868	0.8992	0.8807	1.321	0.3854				
411-2	411	2009_nc_411_fruit-t.jpg	2	18.8373	24.2264	4.953	4.953	6.2992	6.3754	1.2872	1.2718	0.7949	0.7692	1.0333	0.9777	0.9404	0.4799	0.3544	0.0111	192.1296	80.8574	0.008	109.8425	92.2762	0.0003	0	0	0.1286	2.28	0	4.5206	0.4821	0.792	0.8919	0.8879	1.2857	0.3622				
411-3	411	2009_nc_411_fruit-t.jpg	3	20.1406	26.3696	4.953	4.953	6.6548	6.7818	1.3692	1.3436	0.7333	0.8359	0.8773	0.943	0.9125	0.4904	0	0.0012	198.9648	58.4398	0.0141	177.8675	78.3095	0	0	0.1519	0	3.1053	5.9433	0	0.5275	0.7744	0.8918	0.8729	1.3377	0.3904				
411-4	411	2009_nc_411_fruit-t.jpg	4	17.6606	21.4174	4.4958	4.5466	5.842	5.9182	1.3017	1.2994	0.774	0.8701	0.8896	0.9713	0.9274	0.5054	0	0.0068	186.5009	66.9782	0.0046	167.677	93.1988	0	0	0.1706	0	1.2802	3.8146	0	0.5837	0.7931	0.8932	0.8889	1.3143	0.3906				
411-5	411	2009_nc_411_fruit-t.jpg	5	20.1545	27.0496	4.953	5.0038	6.6294	6.731	1.3452	1.3385	0.7692	0.8667	0.8876	0.9667	0.9151	0.5313	0	0.0099	197.1518	61.5608	0.0116	173.2016	87.49	0	0	0.1762	0	0.2197	4.2653	0	0.5509	0.7879	0.8889	0.8851	1.3506	0.4				
411-6	411	2009_nc_411_fruit-t.jpg	6	19.9516	24.7387	4.953	5.08	6.096	6.1976	1.22	1.2308	0.7487	0.8769	0.8538	0.9598	0.9436	0.4969	0	0.0089	192.7499	67.0458	0.0033	172.7404	93.1454	0	0	0.2006	0	1.5473	6.3065	0	0.583	0.7737	0.8868	0.8744	1.175	0.3839				
412-1	412	2009_nc_412_fruit-t.jpg	1	22.1008	33.2812	7.1374	7.1628	5.207	5.6388	0.7872	0.7295	0.8648	0.8434	1.0253	0.903	0.92	0.5324	0	0.0062	191.3367	137.5477	0.1053	201.8777	133.954	0.0136	0	0.1431	0	6.3484	5.2527	0	0.545	0.733	0.8901	0.8804	0.7232	0.4475				
412-2	412	2009_nc_412_fruit-t.jpg	2	21.5394	32.0096	6.6294	6.7056	5.5626	5.842	0.8712	0.8391	0.8506	0.8506	1	0.9484	0.9636	0.5233	0.6156	0.0249	210.718	121.6118	0.0585	178.2044	123.666	0.0008	0	0	0.07	4.6419	0	4.019	0.5489	0.7598	0.8969	0.8788	0.8365	0.4271				
412-3	412	2009_nc_412_fruit-t.jpg	3	24.1483	37.0548	7.366	7.4168	5.6896	6.1214	0.8253	0.7724	0.8517	0.8552	0.996	0.9286	0.941	0.5461	0	0.0199	207.8493	139.9501	0.0773	170.5413	132.2728	0.001	0	0.1424	0	5.3458	3.9794	0	0.5261	0.75	0.8911	0.8911	0.7759	0.429				
412-4	412	2009_nc_412_fruit-t.jpg	4	23.3555	34.9064	7.3406	7.5184	5.2832	5.7404	0.7635	0.7197	0.9239	0.782	1.1814	0.815	0.8974	0.5114	1.5074	0.0676	217.9639	153.8349	0.158	173.3688	119.0822	0.0074	0	0	0.2176	10.0933	0	8.9119	0.3908	0.7378	0.9022	0.8877	0.7155	0.441				
412-5	412	2009_nc_412_fruit-t.jpg	5	23.103	36.5528	6.731	6.8072	6.1976	6.4262	0.944	0.9208	0.8679	0.8755	0.9914	0.9615	0.9806	0.5551	0	0.0167	193.799	106.3938	0.037	181.9146	118.6143	0.0018	0	0.0838	0	2.004	1.5581	0	0.4598	0.7698	0.894	0.8818	0.9151	0.4299				
412-6	412	2009_nc_412_fruit-t.jpg	6	22.5984	33.609	6.2484	6.4008	5.6134	5.842	0.9127	0.8984	0.9309	0.9837	0.9463	0.7864	0.9347	0.7005	0	0.0327	214.9748	118.3417	0.0974	180	171.2937	0	0	0.2349	0	3.8253	6.0637	0	0.5826	0.7686	0.8844	0.8889	0.898	0.4799				
413-1	413	2009_nc_413_fruit-t.jpg	1	17.7339	20.9342	4.3434	4.3688	5.5626	5.8166	1.3314	1.2807	0.8655	0.8538	1.0137	0.9259	0.9166	0.53	0.3108	0.009	218.9547	80.8047	0.0434	196.2128	72.4784	0	0	0	0.1215	3.5482	0	4.6725	0.4629	0.7632	0.8923	0.8832	1.2794	0.4272				
413-2	413	2009_nc_413_fruit-t.jpg	2	17.5539	19.2729	4.2164	4.2926	5.1816	5.4356	1.2663	1.2289	0.9458	0.7892	1.1985	0.9193	0.9247	0.5679	0.8849	0.0365	218.3861	98.1027	0.0865	168.233	75.8057	0	0	0	0.2178	0.0563	0	6.4286	0.4103	0.7512	0.884	0.8743	1.2308	0.4531				
413-3	413	2009_nc_413_fruit-t.jpg	3	17.9197	21.1709	4.191	4.2164	5.7658	6.096	1.4458	1.3758	0.8848	0.8727	1.0139	0.9307	0.8977	0.5706	0	0.0109	216.2357	80.1983	0.0619	165.278	78.9767	0	0	0.1375	0	2.3556	4.2848	0	0.5542	0.7531	0.8955	0.878	1.3846	0.4399				
413-4	413	2009_nc_413_fruit-t.jpg	4	18.3261	22.458	4.826	4.8514	5.1054	5.5118	1.1361	1.0579	0.8842	0.8579	1.0307	0.9133	0.9551	0.5835	0.8278	0.0348	212.0766	101.9239	0.089	193.1061	97.6073	0.0103	0	0	0.1295	2.2083	0	2.8842	0.4732	0.7407	0.8989	0.8791	1.0526	0.4513				
413-5	413	2009_nc_413_fruit-t.jpg	5	17.0314	19.2819	4.0894	4.1656	5.4102	5.588	1.3415	1.323	0.9193	0.8199	1.1212	0.9301	0.9071	0.5613	0.4162	0.0135	188.3474	83.5159	0.0536	171.2361	75.6225	0	0	0	0.1846	1.6621	0	5.1288	0.4395	0.7671	0.8889	0.8842	1.3125	0.4349				
413-6	413	2009_nc_413_fruit-t.jpg	6	18.0347	20.5122	4.572	4.5974	4.9276	5.461	1.1878	1.0778	0.9	0.8278	1.0872	0.8837	0.9438	0.5644	1.6132	0.074	219.283	107.1504	0.1465	171.6285	86.3591	0	0	0	0.1292	3.285	0	5.0278	0.443	0.7196	0.8902	0.8851	1.0845	0.4598				
413-7	413	2009_nc_413_fruit-t.jpg	7	20.2401	25.1096	4.3688	4.4196	6.9088	6.9596	1.5747	1.5814	0.814	0.843	0.9655	0.9604	0.8744	0.5592	0	0.0136	199.8443	51.3973	0.0176	168.5712	60.2397	0.0005	0	0.1124	0	2.2161	2.8266	0	0.5035	0.7839	0.8807	0.8843	1.5735	0.4127				
413-8	413	2009_nc_413_fruit-t.jpg	8	18.0362	20.3987	4.2926	4.318	5.4864	5.8166	1.3471	1.2781	0.8639	0.8698	0.9932	0.9091	0.9131	0.551	0	0.0001	215.3341	81.3082	0.0217	197.0326	71.083	0.0085	0	0.1477	0	3.7763	4.7751	0	0.5413	0.7807	0.9319	0.8812	1.3284	0.4075				
413-9	413	2009_nc_413_fruit-t.jpg	9	15.51	15.9503	3.9624	4.0132	4.7498	4.9276	1.2278	1.1987	0.9231	0.7821	1.1803	0.8942	0.9317	0.5344	0.788	0.032	198.5893	109.2879	0.0726	192.883	70.0135	0.0016	0	0	0.1903	2.9275	0	5.8217	0.4171	0.7668	0.9024	0.881	1.2131	0.4264				
414-1	414	2009_nc_414_fruit-t.jpg	1	12.3224	9.6064	2.8956	2.9972	3.8354	3.937	1.3136	1.3246	0.8684	0.886	0.9802	0.9492	0.9141	0.5649	0	0.0073	199.2761	76.6452	0.0146	173.5349	82.9671	0	0	0.1536	0	0.6558	1.9145	0	0.5783	0.7792	0.8889	0.8889	1.3043	0.4177				
414-2	414	2009_nc_414_fruit-t.jpg	2	11.1529	8.5013	2.7178	2.7432	3.7592	3.8608	1.4074	1.3832	0.8224	0.8411	0.9778	0.9611	0.9036	0.5185	0	0.002	194.3465	68.3529	0.0069	158.2521	82.371	0	0	0.1066	0	1.1258	2.0561	0	0.5066	0.7815	0.8939	0.8872	1.4048	0.4092				
414-3	414	2009_nc_414_fruit-t.jpg	3	11.7033	8.1451	2.7178	2.794	3.5814	3.6576	1.3091	1.3178	0.8037	0.8785	0.9149	0.9468	0.9206	0.5134	0	0	173.2626	69.2899	0	175.8359	81.0656	0	0	0.1727	0	1.3846	2.4862	0	0.578	0.7133	0.8644	0.8226	1.1591	0.4416				
414-4	414	2009_nc_414_fruit-t.jpg	4	12.7581	9.5819	2.921	2.9718	3.9878	4.0386	1.359	1.3652	0.8174	0.8435	0.9691	0.9828	0.9179	0.5354	0	0	172.2082	73.175	0	168.7237	83.71	0	0	0.1552	0	0.3418	1.0086	0	0.5319	0.6962	0.8661	0.7857	1.1702	0.4532				
414-5	414	2009_nc_414_fruit-t.jpg	5	10.4751	7.3574	2.667	2.7178	3.3782	3.3782	1.243	1.2667	0.8	0.8762	0.913	0.9807	0.9368	0.5284	0	0	173.8466	78.9932	0	179.3981	99.6378	0	0	0.1887	0	0.0909	2.0189	0	0.6115	0.7879	0.8966	0.8667	1.2683	0.4127				
414-6	414	2009_nc_414_fruit-t.jpg	6	10.3506	7.0361	2.5908	2.6162	3.3782	3.4036	1.301	1.3039	0.7843	0.8137	0.9639	0.9832	0.9252	0.5176	0	0	167.8611	75.2972	0	171.5665	84.1316	0	0	0.1271	0	0.4436	1.2549	0	0.507	0.782	0.8889	0.8739	1.3	0.4008				
414-7	414	2009_nc_414_fruit-t.jpg	7	10.1086	7.0658	2.5908	2.5908	3.3274	3.3274	1.2843	1.2843	0.8529	0.8529	1	0.9743	0.9266	0.5669	0.1282	0.0004	176.1144	87.0257	0	179.2308	82.9852	0	0	0	0.079	0.4538	0	0.5446	0.5115	0.8	0.8889	0.8889	1.3	0.4034				
414-8	414	2009_nc_414_fruit-t.jpg	8	10.6213	7.5684	2.6924	2.7178	3.3782	3.429	1.2617	1.2547	0.8491	0.8396	1.0112	0.9841	0.9355	0.54	0	0	174.4258	87.5027	0	175.3892	83.3594	0	0	0.1126	0	0.2985	0.2736	0	0.5175	0.7761	0.8889	0.8739	1.2381	0.4151				
414-9	414	2009_nc_414_fruit-t.jpg	9	11.3423	7.9232	2.7178	2.7432	3.4544	3.5814	1.3056	1.271	0.8692	0.8131	1.069	0.9095	0.9177	0.5054	0.7774	0.0326	214.6549	86.5364	0.0174	175.8607	79.5939	0.0008	0	0	0.1015	2.75	0	3.6636	0.5032	0.7857	0.9167	0.88	1.3095	0.4091				
414-10	414	2009_nc_414_fruit-t.jpg	10	10.6855	6.7103	2.4384	2.4384	3.4544	3.5052	1.4375	1.4167	0.7813	0.8333	0.9375	0.9817	0.9039	0.5217	0	0	188.5652	64.8511	0	162.5504	81.6487	0	0	0.1747	0	0.2555	1.7579	0	0.5409	0.6715	0.8679	0.7541	1.15	0.4442				
414-11	414	2009_nc_414_fruit-t.jpg	11	10.5546	7.7258	2.667	2.667	3.4544	3.556	1.3333	1.2952	0.819	0.8571	0.9556	0.9634	0.9206	0.5265	0	0.0013	187.4477	74.6353	0.0069	170.3316	80.3462	0	0	0.151	0	1.3381	1.625	0	0.5357	0.777	0.8926	0.8852	1.3171	0.4192				
414-12	414	2009_nc_414_fruit-t.jpg	12	10.2447	7.0677	2.54	2.5908	3.2766	3.3782	1.3039	1.29	0.83	0.88	0.9432	0.9651	0.9246	0.5254	0	0	174.7385	79.6282	0	186.4987	152.5067	0	0	0.1698	0	1.5985	1.7327	0	0.5755	0.7879	0.8966	0.8814	1.3	0.4035				
415-1	415	2009_nc_415_fruit-t.jpg	1	15.9501	15.6793	4.7244	4.7752	3.7846	4.0386	0.8457	0.8011	0.9194	0.7796	1.1793	0.9157	0.9525	0.558	1.1581	0.0507	202.9533	140.8046	0.1	174.4133	114.1708	0	0	0	0.1728	0.5127	0	4.615	0.4721	0.8101	0.9697	0.8828	0.9014	0.4126				
415-2	415	2009_nc_415_fruit-t.jpg	2	18.1173	20.2787	5.4864	5.5626	4.064	4.4958	0.8082	0.7407	0.9028	0.7963	1.1337	0.8935	0.9329	0.5503	1.4622	0.0662	222.9532	146.9093	0.163	174.3107	125.4475	0	0	0	0.1522	1.6307	0	4.422	0.4577	0.7386	0.922	0.8725	0.7738	0.4543				
415-3	415	2009_nc_415_fruit-t.jpg	3	16.5753	17.5774	5.4102	5.4356	3.3274	3.8862	0.715	0.615	0.9108	0.8404	1.0838	0.8182	0.8531	0.5984	0	0.132	239.8687	162.7447	0.275	182.7819	137.7555	0	0	0	0.1526	1.4474	0	3.3474	0.4575	0.6842	0.8966	0.8889	0.619	0.4963				
415-4	415	2009_nc_415_fruit-t.jpg	4	16.9011	17.4567	5.08	5.1308	3.5814	4.1402	0.8069	0.705	0.915	0.83	1.1024	0.7936	0.9136	0.5764	0	0.1548	242.9317	154.3169	0.2868	167.0857	127.0482	0.0011	0	0	0.197	1.4259	0	4.7512	0.4118	0.6914	0.896	0.8819	0.7089	0.4863				
415-5	415	2009_nc_415_fruit-t.jpg	5	15.4348	15.2555	4.7752	4.7752	3.302	3.9116	0.8191	0.6915	0.9149	0.8245	1.1097	0.8493	0.9218	0.5726	0	0.1087	261.0551	153.7219	0.2204	172.0132	122.0875	0	0	0	0.1482	2.2092	0	3.4439	0.4367	0.6667	0.9027	0.8644	0.6892	0.4986				
415-6	415	2009_nc_415_fruit-t.jpg	6	16.925	17.7096	5.1308	5.1816	3.7084	4.2926	0.8284	0.7228	0.9109	0.7822	1.1646	0.8272	0.9257	0.5401	1.4615	0.0658	240.5436	160.8757	0.2287	178.6924	118.5475	0.0011	0	0	0.182	3.369	0	5.8621	0.4628	0.7024	0.9077	0.8741	0.7468	0.4666				
416-1	416	2009_nc_416_fruit-t.jpg	1	12.9776	12.0858	4.0894	4.1148	3.4798	3.6068	0.8765	0.8509	0.8758	0.795	1.1016	0.9702	0.9724	0.5299	0.4236	0.0141	192.7517	127.8358	0.0339	172.1262	116.9992	0	0	0	0.1632	1.078	0	1.7205	0.4225	0.766	0.8926	0.878	0.8438	0.4204				
